NISCODE;admin;ID;poverty_S;criminality_index;income_index;gini_ineq_coef;minimum_sub_income;pop15;pop1564;pop65;pop_density;ratio_FM;foreigners;euro_foreigners;noneuro_foreigners;average_HHsize;one_person_HH;one_parent_HH;active_pop;unemployed;employment_rate_1564;higher_degree;owner_buildings;average_age_pop;married;reg_partnership;commuters;employees;self_employed;moved_in;couples_with_children;couples_without_children;habitants
43018;ZELZATE;81;10.2067183462532;13.5996745937968;102.503056105276;.275647121;.568409254663358;.157;.6439;.1992;918.03;96.9322;.0721;.051;.0211;2.24;.3196;.0895;.6551;.0578;.6172;.1451;.6317;42.759313721;.5094;.0324;.1297;.9029;.087;.1071;.2639;.3026;12582
44001;AALTER;167;5.58486051443798;6.39150759164222;108.378949933099;.288472541;.100704934541793;.1664;.6551;.1785;240.9;100.3757;.0185;.0102;.0083;2.45;.2456;.072;.7285;.0276;.7084;.3098;.7509;41.3381656;.5819;.0319;.2775;.8071;.1675;.0834;.3417;.323;19735
44011;DEINZE;210;4.9869981833078;5.85026467445317;107.103706778482;.281532169;.168214237653075;.1611;.6519;.187;391.25;103.6032;.0278;.0165;.0113;2.37;.2755;.0756;.724;.0302;.7022;.2999;.7171;41.828995872;.5657;.0349;.2218;.8208;.1578;.0885;.3249;.306;29553
44012;DE PINTE;221;3.29791499599038;4.59334087121832;137.496148845794;.344269084;.098000784006272;.1577;.6488;.1935;572.17;106.8758;.0171;.0121;.005;2.5;.2228;.0789;.701;.0214;.686;.4873;.7844;42.727438641;.5918;.0254;.2694;.8178;.1671;.0764;.3512;.3312;10290
44013;DESTELBERGEN;194;3.71922781746266;5.3438358446477;123.622587952684;.339179773;.107435679954764;.1545;.6515;.194;665.24;104.0411;.0286;.0194;.0092;2.4;.2555;.0829;.6985;.0331;.6754;.3604;.752;42.760375679;.5522;.0345;.1984;.8061;.1769;.0821;.3122;.3287;17672
44019;EVERGEM;131;6.86692547572074;5.97716791384603;111.098266756359;.286968071;.160275436305354;.1616;.6509;.1875;443.46;103.5291;.0185;.0126;.006;2.42;.2429;.0765;.7183;.0349;.6932;.2245;.7297;42.115787476;.5633;.0333;.1261;.8619;.1172;.0892;.3252;.3311;33277
44020;GAVERE;271;3.47716799329703;4.91150013260897;114.059684921012;.290808189;.167611142150212;.1561;.6731;.1707;397.4;103.2137;.0133;.008;.0053;2.44;.2362;.0773;.7259;.0301;.7041;.2832;.7874;41.87990292;.5653;.0315;.182;.8437;.1391;.0763;.3481;.3156;12457
44021;GENT;132;10.162424156027;15.1547328585941;104.324102161944;.310679869;1.50055188082597;.1617;.6711;.1671;1590.19;102.8124;.1201;.0604;.0598;2.08;.4382;.0856;.6683;.0762;.6174;.361;.504;40.016253617;.4373;.032;.2352;.8533;.1338;.1474;.2135;.234;248358
44029;KNESSELARE;153;3.85906040268456;5.26643931954371;97.9736297194257;.262048005;.194741966893866;.1615;.649;.1896;219.64;97.4198;.0191;.0142;.0049;2.37;.2628;.0686;.7254;.0379;.6979;.2136;.7434;42.171440494;.5676;.0376;.2583;.7904;.1758;.0843;.3209;.3238;8187
44034;LOCHRISTI;112;4.48605617583738;7.41749333937647;114.869813931413;.309394128;.0918315808806649;.1782;.6591;.1627;358.21;101.5666;.0169;.0112;.0058;2.55;.2156;.0718;.731;.0286;.7101;.3029;.7402;40.666705314;.5836;.0296;.1553;.8121;.1562;.0798;.3767;.3171;21616
44036;LOVENDEGEM;164;1.73055859802848;4.09734403351265;117.153030177904;.304537239;.27458020910339;.1565;.6382;.2053;487.66;104.345;.0241;.0156;.0085;2.39;.2419;.0731;.7003;.0339;.6766;.321;.7432;43.714645806;.5861;.0312;.151;.8172;.1592;.0776;.3167;.3519;9500
44040;MELLE;213;4.03855421686747;6.02393126016767;116.175044215178;.291338764;.317719680464779;.1653;.6446;.1901;715.1;107.7334;.0272;.0143;.0129;2.39;.272;.0862;.7162;.034;.6919;.3647;.7596;41.894323455;.5377;.0331;.2171;.8524;.1335;.0906;.3141;.3078;10879
44043;MERELBEKE;218;4.41116774164449;5.16112778718811;121.93737877193;.308399025;.2297383535418;.1661;.6561;.1777;638.58;105.2807;.0241;.0165;.0076;2.44;.2521;.0853;.7213;.0312;.6988;.3608;.7615;41.488043809;.5469;.0343;.1984;.8465;.1377;.09;.3343;.3086;23402
44045;MOERBEKE;79;4.21570349552082;6.53979819490149;111.399617874017;.311536932;.0973709834469328;.1691;.6543;.1766;159.71;100.0994;.0278;.0242;.0036;2.39;.2538;.0682;.7013;.0386;.6742;.238;.7706;41.629401851;.5718;.0437;.2129;.8415;.1327;.0825;.322;.3324;6037
44048;NAZARETH;117;4.19632128662538;7.93002194481877;114.255761147486;.316692639;.123337150911814;.156;.6604;.1836;320.04;103.8183;.016;.0107;.0053;2.47;.2394;.0814;.7151;.0254;.697;.3229;.7557;42.2992652;.5573;.0289;.1911;.8146;.1625;.0827;.3369;.3143;11263
44049;NEVELE;182;3.42304913294798;4.22835584878602;106.98229993101;.301416064;.218340611353712;.1722;.6489;.179;230.33;101.5003;.0178;.01;.0079;2.51;.2389;.073;.7215;.0257;.7029;.322;.741;40.937927218;.5726;.0354;.1988;.795;.1717;.0829;.3562;.3058;11953
44052;OOSTERZELE;267;2.82320271521135;3.69261789234067;112.933693294393;.297427767;.0819672131147541;.1678;.6565;.1757;310.13;100.9618;.0101;.0054;.0047;2.54;.2269;.0933;.7242;.0275;.7043;.3297;.8278;41.303504983;.557;.0323;.2147;.8321;.1506;.0755;.3586;.2938;13372
44064;SINT-MARTENS-LATEM;206;2.63191516545292;4.5941543555932;149.389232155402;.419417925;.131296252088804;.153;.6323;.2146;584.99;103.5169;.034;.0249;.0091;2.46;.2536;.0779;.676;.0282;.657;.5206;.7453;43.916626681;.5848;.0175;.2685;.6187;.3547;.0821;.3332;.3118;8391
44072;WAARSCHOOT;139;6.86313553697066;5.00117687118231;102.713590313834;.26819509;.200501253132832;.1489;.6519;.1992;362.41;100.9109;.0151;.0087;.0064;2.38;.2654;.0691;.7131;.0423;.683;.2145;.7194;43.00359338;.559;.0296;.1102;.8494;.1293;.077;.3083;.3338;7940
44073;WACHTEBEKE;86;1.57705016521478;8.68910731424542;108.92307973893;.296883734;.233452348255974;.1683;.634;.1977;209.51;101.8131;.0388;.0304;.0084;2.4;.2671;.0793;.6649;.0475;.6333;.221;.7074;42.372522799;.5541;.0388;.1468;.8624;.1213;.1019;.311;.3107;7235
44080;ZOMERGEM;141;5.69782330345711;4.37977817494192;103.239801305601;.27565343;.0973946919892866;.1531;.6412;.2057;210.72;105.172;.013;.0086;.0044;2.41;.2448;.0685;.7193;.0292;.6983;.2654;.721;43.454998176;.5796;.0267;.1326;.7939;.1756;.0757;.3211;.3433;8172
44081;ZULTE;263;1.45099407045692;3.96208029531417;102.157877462943;.280990735;.0588697017268446;.1637;.6721;.1642;465.2;98.6346;.0174;.0102;.0072;2.46;.2499;.065;.7404;.0316;.717;.2583;.7465;40.61811659;.5778;.0335;.3448;.831;.1468;.0837;.3572;.3068;15130
45017;KRUISHOUTEM;286;2.33147491130259;4.4165229193497;109.471907690675;.330085133;.110878403350992;.1643;.6552;.1805;174.57;97.8187;.0145;.01;.0044;2.53;.236;.0558;.7306;.0248;.7124;.315;.7815;41.564681615;.5856;.0223;.2499;.7446;.2156;.0655;.3743;.3088;8162
45035;OUDENAARDE;327;1.90550125269064;8.49144894973303;109.58651279947;.28615698;.340518381380587;.1548;.6526;.1925;441.15;102.9265;.0298;.0137;.0161;2.33;.295;.0848;.7103;.0389;.6826;.2934;.7211;42.326555917;.5347;.0282;.2059;.8483;.1337;.0969;.3042;.2963;30025
45041;RONSE;406;11.3679989762402;8.33929505423346;85.9830140556315;.280536243;.421210093296067;.1954;.6268;.1778;730.88;104.3626;.0617;.0278;.0339;2.4;.3254;.0994;.6419;.0906;.5838;.2086;.7199;40.086178572;.5192;.0253;.2669;.8638;.1208;.1127;.2894;.2578;25202
45057;ZINGEM;294;3.37639459776864;4.21349585175983;106.153805619359;.270534837;.0957985493362529;.1792;.6464;.1744;301.2;102.4431;.011;.0075;.0035;2.47;.2351;.0739;.7397;.0296;.7178;.2849;.7948;40.930058839;.571;.0305;.1661;.831;.148;.0857;.3521;.3207;7209
45059;BRAKEL;364;2.48242530755712;3.33225409529039;107.353011300337;.269381158;.0976971388695045;.1559;.6406;.2035;251.33;105.0723;.0125;.0078;.0047;2.39;.2675;.0838;.7278;.0382;.6999;.2337;.8458;43.396082496;.5417;.0364;.2907;.8501;.1299;.0787;.321;.301;14191
45060;KLUISBERGEN;387;3.21137561910848;5.08904942144693;101.010013591381;.277703784;.263729444616817;.1863;.6284;.1854;213.62;101.4902;.0139;.0073;.0066;2.44;.2831;.0707;.7339;.0334;.7094;.2526;.8066;40.992161996;.5507;.0315;.298;.8276;.1437;.082;.3363;.2877;6490
45061;WORTEGEM-PETEGEM;338;1.43333333333333;3.34937166751683;109.601776876459;.297851045;.047808764940239;.1651;.6671;.1678;149.72;99.4286;.0135;.0097;.0038;2.55;.2243;.0663;.7196;.0292;.6986;.3349;.8345;41.364687501;.5976;.0304;.3374;.7696;.1974;.0677;.3762;.309;6282
45062;HOREBEKE;356;1.41809290953545;2.7697437423312;108.011473072146;.288385846;.0485908649173955;.1768;.6016;.2215;185.86;106.4484;.0159;.0125;.0034;2.57;.2235;.0667;.7093;.018;.6965;.3302;.9052;43.666327463;.5693;.0379;.2108;.7825;.1861;.0702;.3765;.3124;2081
45063;LIERDE;370;2.02575376884422;3.48555943212321;108.9328192256;.273180833;.0152858453072455;.1649;.6454;.1897;248.83;103.0294;.0089;.0029;.006;2.48;.231;.0837;.7295;.0336;.705;.2502;.8553;42.152569944;.5769;.0343;.3328;.8533;.1256;.0705;.3446;.315;6501
45064;MAARKEDAL;373;1.74243624267385;3.59225583520186;106.340866239912;.29772103;.0466708151835719;.1569;.6306;.2125;141.52;104.0126;.0112;.0068;.0043;2.6;.2111;.0769;.7134;.0303;.6918;.3173;.8471;43.292996664;.5689;.0241;.1858;.7593;.2043;.0657;.3813;.3048;6457
45065;ZWALM;309;2.224222165081;3.69770764459552;109.930272686883;.280347483;.174021131137352;.1726;.6525;.1749;239.52;102.8042;.011;.0077;.0033;2.51;.2265;.0742;.7307;.0316;.7077;.2847;.8456;41.642928877;.5745;.0364;.2432;.8328;.1455;.0727;.3556;.3142;8100
46003;BEVEREN;19;5.6850559755906;7.60507201696994;112.263433758647;.297200897;.376454483230664;.1623;.6596;.178;310.21;101.8982;.0264;.0155;.0109;2.42;.258;.0769;.7;.0438;.6693;.2319;.7246;41.811202104;.5627;.0363;.4614;.8501;.1279;.0883;.3229;.3186;46588
46013;KRUIBEKE;89;6.20845519808562;5.91122294006988;107.058324905011;.282235213;.336910406788121;.1768;.6426;.1807;478.52;100.8287;.0294;.0167;.0128;2.43;.2608;.0734;.7052;.0431;.6748;.2343;.7445;41.157511465;.5615;.037;.5118;.8549;.1272;.0904;.3231;.3173;15994
46014;LOKEREN;152;3.40020492908375;9.49914222468649;101.630629702506;.287089567;.398676094478712;.1818;.6604;.1578;587.03;102.4888;.0549;.016;.0389;2.46;.2731;.0833;.6873;.0534;.6507;.2562;.6656;39.732169736;.5579;.0307;.1924;.8574;.1255;.1071;.3223;.297;39623
46020;SINT-GILLIS-WAAS;36;4.5879833164243;5.68034632094178;105.056194370282;.28418308;.190718372536554;.1798;.6485;.1717;342.12;102.3341;.0338;.0243;.0095;2.52;.2322;.0731;.701;.0346;.6767;.242;.7865;40.64333956;.581;.0369;.3189;.836;.1423;.0977;.3542;.3171;18811
46021;SINT-NIKLAAS;87;10.4031878602517;11.3345410086138;101.672626156489;.289455769;.72307671199045;.1691;.6384;.1925;867.99;104.7201;.058;.0212;.0367;2.33;.3222;.0835;.6717;.0596;.6316;.2509;.6415;41.567219979;.5279;.0292;.2746;.8541;.1306;.1123;.2766;.2937;72735
46024;STEKENE;46;7.75036818851252;7.274312190804;103.471133483653;.27737645;.188711614342083;.1655;.6608;.1737;389.48;101.9678;.0379;.0305;.0075;2.42;.2458;.0756;.6969;.0413;.6681;.2155;.7498;41.526454743;.5664;.036;.2943;.8452;.1393;.0909;.3243;.3275;17448
46025;TEMSE;135;3.41912884556808;7.45392209410787;103.229631405302;.292684061;.290768112430337;.1819;.657;.1611;716.11;102.4648;.0417;.0169;.0248;2.44;.2725;.0815;.6826;.0549;.6451;.2493;.6767;40.092818807;.5594;.0292;.3817;.8469;.1383;.1087;.3185;.3025;28586
51004;ATH;437;16.2486899236413;10.9016194709782;100.742735249435;.294288119;1.03414428942018;.1763;.6545;.1692;223.18;106.6672;.0334;.0233;.0101;2.31;.3264;.1215;.6792;.0988;.6121;.2743;.692;40.910568489;.4546;.0504;.3233;.8715;.113;.1083;.2814;.2431;28332
51008;BELOEIL;471;21.8398821979385;8.50672459492353;92.0481059247112;.285259987;.733531846902462;.1799;.6633;.1567;223.58;105.6643;.0555;.049;.0065;2.32;.322;.1262;.6583;.1135;.5836;.2386;.7256;40.266661842;.4447;.0471;.187;.8559;.1293;.1101;.281;.2388;13761
51009;BERNISSART;482;36.3134557958556;9.37789018379473;85.2460234298193;.280705759;.779576801165082;.178;.6709;.1511;270.11;106.1698;.1102;.0991;.0111;2.38;.3053;.1349;.6404;.1504;.544;.1973;.7357;40.182518199;.4742;.0324;.184;.8713;.1176;.1022;.2957;.2274;11729
51012;BRUGELETTE;256;17.2199813838039;9.29516502289613;95.5322929445068;.297973897;.371322479291631;.202;.6593;.1387;122.87;101.7341;.0619;.0249;.037;2.39;.3205;.1208;.6645;.0935;.6023;.2275;.7412;38.670267209;.4621;.0618;.3016;.8678;.1065;.1269;.3034;.2244;3490
51014;CHIEVRES;454;8.39251129761136;7.50003532950723;95.8226449216834;.276800538;.39003900390039;.1884;.6542;.1574;141.21;103.4705;.0326;.0204;.0122;2.48;.2598;.1103;.6975;.0814;.6407;.2576;.7654;40.083269022;.4771;.0681;.262;.8674;.1154;.0968;.3431;.2598;6625
51017;ELLEZELLES;60;14.7575919019712;4.07666181910743;96.5337585977568;.280677715;.627012370784613;.1713;.643;.1856;131.49;105.2742;.0274;.0233;.0041;2.43;.2784;.1055;.6835;.0732;.6335;.2846;.8162;42.231264582;.5013;.0339;.3971;.807;.1694;.0851;.3114;.2714;5877
51019;FLOBECQ;59;11.9599248591108; ;101.159525648337;.287761836;.545506747057135;.1666;.6405;.193;148.25;105.5455;.032;.027;.005;2.43;.2967;.1084;.6703;.0888;.6108;.273;.805;42.535933512;.4903;.0376;.4543;.8238;.1569;.1205;.3084;.2484;3410
51065;FRASNES-LEZ-ANVAING;249;14.2750652254938;4.05912722790711;95.4543904053718;.281896965;.2797447329312;.1821;.6455;.1725;100.91;101.9758;.0323;.0277;.0046;2.45;.2829;.0937;.71;.0796;.6535;.2746;.8225;40.903555173;.5034;.0467;.3168;.8075;.1667;.0906;.3278;.2692;11347
52010;CHAPELLE-LEZ-HERLAIMONT;484;32.3182421471759;8.68996416923972;85.2319895449072;.267031067;.796648581828171;.18;.662;.158;797.55;109.8735;.161;.1471;.0139;2.34;.3179;.1488;.6247;.1661;.5209;.1743;.5896;40.279244425;.4718;.0237;.2898;.8941;.0971;.111;.2789;.2275;14433
52011;CHARLEROI;489;37.1492382547659;17.3616832630095;77.8292579733504;.278851852;2.67571160194437;.1812;.6562;.1626;1999.95;105.7528;.1499;.0959;.054;2.12;.4313;.1498;.5793;.212;.4565;.1609;.555;40.032920761;.433;.0218;.2442;.891;.1004;.1375;.2061;.1849;204150
52012;CHATELET;506;38.2188145089944;14.2264814027435;78.5776051826554;.269297808;2.16322245551995;.179;.6561;.1649;1335.23;109.6602;.1466;.1158;.0309;2.24;.358;.1595;.5941;.1911;.4806;.1402;.6004;40.42617876;.4602;.0243;.2395;.9034;.0889;.1177;.2385;.2139;36093
52015;COURCELLES;478;34.3535988819008;10.7987755325487;84.7543701033155;.27791277;1.03271916595633;.1836;.6636;.1528;686.47;108.7079;.1073;.0904;.0169;2.32;.3252;.143;.6263;.1483;.5334;.1818;.6871;39.965315226;.4709;.0317;.2715;.8874;.103;.1138;.2689;.2319;30367
52018;FARCIENNES;500;44.2671687642454;9.95594687261315;70.067156307511;.27341325;1.78044197906415;.2;.6523;.1477;1063.51;107.4178;.1751;.1071;.068;2.49;.2948;.1533;.5543;.2211;.4318;.1103;.579;38.749181185;.513;.0152;.2754;.8974;.0923;.1248;.2952;.2187;11045
52021;FLEURUS;96;29.3576696853702;8.32499719958266;86.9959371312004;.279351351;.77454191378242;.1727;.6669;.1604;381.3;107.681;.1262;.1025;.0237;2.36;.3112;.1454;.6335;.1425;.5433;.1912;.6797;40.543056276;.4782;.0317;.3682;.8747;.1126;.1136;.2759;.2346;22604
52022;FONTAINE-L'EVEQUE;503;35.5219064167804;10.1432832549342;85.3122537592408;.276323268;1.62823038590798;.1738;.6588;.1673;604.76;110.1529;.145;.1297;.0154;2.26;.3465;.1433;.6253;.1628;.5235;.1864;.6472;40.91712016;.4689;.0271;.2238;.8885;.1033;.1123;.2554;.2282;17180
52025;GERPINNES;519;9.24736706909838;8.3079233177003;116.997831976015;.336911281;.391900718484651;.1522;.6626;.1853;259.64;108.2411;.0551;.05;.0052;2.34;.2792;.1228;.6641;.0857;.6072;.3454;.7711;43.186446646;.5152;.0335;.2592;.8153;.1723;.0962;.2816;.2859;12230
52043;MANAGE;93;25.1018707167994;9.57594388279725;84.7325981629247;.278069331;1.26661037287232;.1861;.6683;.1456;1162.19;103.9768;.1332;.1103;.0228;2.42;.3035;.1391;.6237;.1716;.5167;.1751;.6601;39.582306519;.4789;.0261;.296;.8913;.0995;.1214;.2978;.2263;22466
52048;MONTIGNY-LE-TILLEUL;65;9.6311268317332;8.51022394509182;116.40884059654;.308060899;.395061728395062;.1486;.6423;.2091;672.45;111.6997;.0652;.0518;.0134;2.27;.3186;.1153;.6709;.0825;.6155;.3605;.7461;44.113692911;.4946;.0322;.2307;.8408;.1498;.0955;.2663;.2713;10151
52055;PONT-A-CELLES;476;8.85638965603816;6.42501606873417;102.243774264208;.286030463;.351044207770572;.1817;.6708;.1475;302.2;107.4649;.0399;.0309;.009;2.46;.2646;.1173;.6751;.0898;.6145;.2879;.7772;39.988974065;.5014;.036;.487;.8696;.1178;.1001;.3268;.2648;16842
52063;SENEFFE;459;13.0443197213083;7.39999617240346;103.536332937317;.320528738;.726876249318553;.1846;.6663;.1491;173.2;104.8021;.0605;.043;.0175;2.49;.2869;.1179;.6635;.1125;.5889;.3042;.6707;39.778558895;.4917;.0324;.5369;.8255;.1588;.1089;.3161;.2456;10918
52074;AISEAU-PRESLES;505;25.0915207282082;7.32650358346487;86.9502176859746;.303317633;1.25827197315686;.1702;.6695;.1603;479.93;108.0078;.1311;.1038;.0273;2.37;.3074;.1356;.6149;.149;.5233;.2053;.67;40.766226318;.5028;.0275;.3267;.8582;.1269;.0988;.2851;.2449;10650
52075;LES BONS VILLERS;475;9.90393412625801;5.99337668992647;106.910391777665;.304622015;.612959719789842;.1769;.6729;.1502;213.9;105.1849;.0407;.0313;.0093;2.45;.2818;.1221;.6759;.0879;.6165;.3225;.7594;40.306586239;.4747;.0419;.4617;.8356;.1506;.096;.319;.2519;9102
53014;BOUSSU;499;56.4055827517967;11.064139546389;79.0392802914394;.269164086;1.90490550864495;.1782;.6588;.163;1004.57;112.5938;.1275;.1115;.016;2.28;.3455;.173;.5976;.2088;.4728;.1588;.6474;40.474762116;.4344;.0187;.1964;.905;.0855;.1065;.2396;.2082;20105
53020;DOUR;513;52.2550059260183;9.07234891994877;82.6074715435333;.273237788;.927841144140417;.1854;.6485;.1661;508.55;107.9917;.0697;.0629;.0067;2.3;.3373;.1536;.6192;.1807;.5073;.1984;.6914;40.447151059;.4362;.0229;.1729;.8849;.1042;.114;.2586;.2175;16943
53028;FRAMERIES;509;30.5978481526594;7.98368001918442;86.3168916353922;.272044801;1.08220015997741;.18;.662;.158;816.55;111.8688;.0974;.0809;.0165;2.25;.3422;.1599;.6198;.1715;.5135;.1983;.6841;40.458006112;.4423;.0302;.211;.902;.0879;.1173;.2459;.2232;21189
53039;HENSIES;496;36.2188254223652;6.75244425828258;83.2827777253419;.282340398;1.12127471230451;.1787;.6677;.1536;260.75;109.8452;.0919;.067;.0249;2.36;.314;.1433;.6217;.1688;.5168;.2078;.698;40.356412846;.4854;.0247;.2004;.8718;.1168;.0898;.2844;.2262;6778
53044;JURBISE;230;8.00230282095567;5.7002055293023;107.448469128765;.311444256;.0989707046714172;.1938;.6674;.1388;173.58;108.4908;.1246;.0698;.0548;2.5;.2516;.1256;.6491;.0609;.6096;.372;.7825;39.645780106;.5307;.0449;.2515;.844;.1382;.0947;.3401;.2536;10043
53046;LENS;453;16.0587772238258;5.90858507257726;95.6275619579046;.288285393;.0467617488894085;.1885;.6624;.1492;86;105.8111;.0767;.0285;.0482;2.41;.2855;.1316;.6817;.073;.632;.3075;.7535;39.499646877;.4957;.0561;.2798;.8318;.1455;.1096;.3014;.2536;4250
53053;MONS;483;30.6824449080402;14.1516823220248;88.9105637016684;.301967925;2.36376138903215;.1672;.6757;.157;632.78;108.0952;.1477;.1012;.0465;2.05;.4351;.1497;.5954;.1712;.4935;.2835;.5653;40.277062227;.4117;.0282;.2353;.8777;.1126;.152;.1963;.1922;92721
53065;QUAREGNON;498;32.0157436041608;9.23309494913864;77.0586614749311;.263368457;1.84497932350758;.1787;.6621;.1593;1713.98;109.8;.1607;.1325;.0282;2.31;.3301;.1654;.584;.2119;.4602;.1583;.6751;40.313195251;.46;.0208;.2119;.9045;.0859;.1068;.2651;.207;18989
53068;QUIEVRAIN;511;58.6461235862973;12.6679412725527;80.7422503792668;.279050689;1.04228707564026;.1734;.6594;.1672;315.11;109.3271;.1246;.1076;.0171;2.27;.3442;.1527;.6136;.1789;.5039;.1962;.6714;40.878381733;.4347;.0157;.2027;.8664;.118;.1232;.2548;.2143;6688
53070;SAINT-GHISLAIN;231;21.8327974276527;9.93772952139935;93.6292193548091;.279067849;1.51278038601982;.1643;.6595;.1761;327.56;110.7352;.0983;.0826;.0157;2.2;.3517;.1493;.6314;.1413;.5421;.2506;.625;41.970725317;.4467;.0264;.193;.8727;.1142;.1032;.2415;.2325;22987
53082;COLFONTAINE;502;58.5112613811831;9.64764069445645;74.9202195242619;.271419029;1.22858541360744;.1972;.6564;.1464;1483.4;107.6488;.1133;.0977;.0156;2.31;.3408;.1713;.5818;.231;.4474;.1526;.6946;39.049263498;.4444;.0204;.2181;.9092;.0846;.1174;.253;.204;20198
53083;HONNELLES;69;20.793518903199;5.98442767397612;94.1384695385565;.279053333;.672202451561882;.1644;.6732;.1624;115.24;101.9671;.0523;.0499;.0024;2.35;.3039;.1282;.6605;.1127;.5861;.3066;.8305;41.346795641;.4669;.032;.1513;.8333;.1498;.0845;.2987;.2395;5031
53084;QUEVY;517;13.2755170113409;6.65127195219715;103.794651399129;.287813709;.328531715946424;.17;.6615;.1685;120.16;108.1074;.0482;.0423;.0059;2.37;.2914;.1197;.686;.0819;.6299;.2963;.7989;41.491893073;.4887;.0338;.1815;.8488;.1381;.093;.3152;.2462;7829
54007;MOUSCRON;62;17.694386565717;10.8060626949901;84.0129324940347;.277572427;1.21226187713128;.1855;.6413;.1732;1378.7;106.7924;.1954;.184;.0114;2.27;.3482;.1085;.6576;.1213;.5778;.1947;.6717;40.49405314;.4958;.0335;.2975;.8713;.1142;.1192;.2665;.2517;55257
54010;COMINES-WARNETON;388;23.3858427422081; ;81.3234527928962;.275204342;.777231044509058;.173;.6349;.1921;291.52;106.1104;.2582;.2534;.0048;2.34;.3044;.1051;.6542;.1;.5888;.1657;.67;41.823424328;.5282;.029;.3938;.8422;.1284;.1003;.2858;.2742;17810
55004;BRAINE-LE-COMTE;443;15.7342306147047;7.83790301532837;101.706009520562;.3084605;.717400478266986;.1872;.6635;.1493;251.69;106.0222;.0727;.0552;.0176;2.42;.3103;.1219;.6706;.1043;.6007;.2992;.6964;39.620499305;.4766;.0381;.6019;.8607;.125;.1028;.3044;.237;21313
55010;ENGHIEN;120;9.14063147426867;6.59313788554412;108.204410306852;.310210148;.412497135436559;.1906;.6491;.1603;320.4;105.7586;.0516;.0395;.0121;2.42;.2952;.1169;.7022;.0843;.643;.3008;.668;39.904634922;.4873;.0442;.6428;.8534;.1331;.1317;.3019;.2566;13006
55022;LA LOUVIERE;477;33.2163615917189;12.5041701188307;83.0393793508328;.277428747;1.82420595627999;.1757;.6615;.1629;1218.78;106.9571;.1763;.1501;.0261;2.32;.3352;.142;.6135;.1884;.4979;.1794;.6359;40.401181896;.4772;.0245;.2606;.891;.0994;.1101;.2702;.219;78296
55023;LESSINES;414;17.8851100314376;7.26357643320492;94.2427022082077;.285528226;.838004026772596;.1804;.6497;.1699;254.7;106.3663;.0416;.0332;.0084;2.37;.3087;.1227;.6657;.1022;.5977;.2028;.7734;40.835756192;.4549;.0454;.4234;.8754;.1102;.1027;.2876;.2526;18412
55035;LE ROEULX;232;14.776138885263;11.699887897468;103.414175589671;.318983835;.598217555853986;.1756;.6658;.1587;193.52;104.8986;.0709;.0564;.0145;2.42;.2809;.1174;.6732;.1078;.6007;.3023;.7445;40.730847879;.5063;.0357;.2888;.8422;.1399;.1021;.3064;.2639;8282
55039;SILLY;438;4.28442379661892;4.41295937550221;109.9501230925;.308472673;.184071665234998;.1847;.6673;.148;120.56;100.8368;.0383;.0286;.0097;2.6;.227;.1044;.6852;.07;.6373;.3414;.8338;40.309516774;.5355;.046;.5267;.8272;.1555;.0732;.364;.2753;8160
55040;SOIGNIES;448;14.1501186461846;8.70296433686935;96.4162369100947;.299428533;.830126028224285;.1756;.6658;.1587;238.52;109.4165;.0966;.0692;.0274;2.4;.2983;.1265;.6326;.1013;.5685;.2986;.7028;40.582945165;.473;.041;.331;.8557;.128;.1082;.2984;.2509;26309
55050;ECAUSSINNES;463;14.2699779691568;7.10085218461724;95.2340077998361;.280918937;.697674418604651;.1968;.6473;.1558;305.8;105.6275;.0416;.0333;.0083;2.44;.2839;.1214;.6853;.1049;.6134;.2608;.7381;39.505870076;.4639;.0486;.439;.8759;.1123;.1098;.3075;.2561;10633
56001;ANDERLUES;507;59.3275488069414;9.94554007506193;83.9037418928871;.262123092;.865910046237915;.1696;.6527;.1777;690.94;107.6434;.1021;.0815;.0207;2.3;.3264;.1303;.6214;.1641;.5194;.1865;.7207;41.526013235;.4717;.0302;.2202;.8818;.1097;.1073;.275;.2359;11763
56005;BEAUMONT;239;28.1264528126453;9.18770819238387;86.7333449721746;.293830217;.906515580736544;.1911;.6457;.1632;76.19;104.2087;.041;.0263;.0147;2.32;.3348;.132;.6613;.1197;.5822;.2454;.6438;40.090077914;.4754;.0347;.168;.815;.1558;.1184;.277;.23;7084
56011;BINCHE;501;29.039245667686;9.60094733228221;88.0749386799799;.271829829;1.16053572510757;.1639;.6536;.1825;543.12;109.7403;.0997;.0883;.0114;2.28;.3249;.132;.6384;.1572;.5381;.2015;.6809;41.885311908;.4703;.0328;.2092;.8687;.1182;.1082;.2656;.2457;32946
56016;CHIMAY;553;34.7706905640485;8.70407780869135;79.3493689564282;.29195645;1.6857926271961;.1757;.6487;.1757;50.08;103.4419;.0431;.0325;.0105;2.26;.3737;.1271;.6333;.1317;.5499;.2229;.639;40.898285503;.4587;.0303;.2025;.8199;.1594;.1064;.2553;.2234;9871
56022;ERQUELINNES;529;38.9714032365329;11.2592878221142;81.0723794873326;.260992012;.936021394774738;.1851;.6531;.1618;220.5;104.8739;.0787;.071;.0077;2.31;.3374;.1348;.6433;.1691;.5345;.1928;.703;40.022418387;.457;.0372;.1846;.8744;.1095;.1191;.2718;.2289;9752
